방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,층,총 층,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설,방향_동,방향_서,방향_남,방향_북,건축물 용도_공동주택,건축물 용도_그 밖에 토지의 정착물,건축물 용도_단독주택,건축물 용도_미등기건물,건축물 용도_숙박시설,건축물 용도_업무시설,건축물 용도_제1종 근린생활시설,건축물 용도_제2종 근린생활시설,주소좌표,대형마트,편의점,지하철역
일반원룸2층,1000,68,0,1,1,서울시 서초구 반포동 715-45,9.98,5.0,1,-1,3,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",0,1997,"신발장, 싱크대, 벽걸이에어컨, ","베란다, ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,"['127.018855904591', '37.5077233246909']",452.0,30.0,389.0
다가구B1층,1000,55,0,1,1,서울시 서초구 반포동 714-14,8.31,4.0,0,2,5,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",0,2018,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","CCTV, 엘리베이터, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['127.018121426932', '37.5077315486947']",390.0,79.0,432.0
빌라2층,3000,95,0,1,1,서울시 서초구 반포동 716-19,5.95,4.0,1,4,5,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",0,2015,"옷장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.019451248914', '37.5076433090194']",454.0,29.0,364.0
빌라4층,1000,72,0,2,1,서울시 서초구 반포동 717-32,12.46,4.0,0,1,2,0,1,제일부동산중개법인 알앤유(주) 분사무소,"02-532-7030,010-3877-7030",0,1988,"싱크대, 벽걸이에어컨, ","베란다, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.019126722563', '37.5083764195893']",439.0,51.0,319.0
상가주택3층,1000,40,0,1,1,서울시 서초구 반포동 714-14,8.31,5.0,1,2,5,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",0,2018,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, 엘리베이터, 베란다, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.018121426932', '37.5077315486947']",390.0,79.0,432.0
빌라2층,3000,90,0,1,1,서울시 서초구 반포동 715-34,7.98,5.0,0,0,2,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",0,1988,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.018702164134', '37.5071263432337']",425.0,62.0,441.0
다가구저층,300,35,0,2,1,서울시 서초구 반포동 717-32,9.98,10.0,0,1,2,0,1,"오렌지하우스공인중개사사무소
","02-512-4243,010-9138-1122",0,1988,"싱크대, 벽걸이에어컨, ","베란다, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['127.019126722563', '37.5083764195893']",439.0,51.0,319.0
다가구1층,1000,80,0,1,1,서울시 서초구 반포동 731-25,6.05,5.0,0,3,5,0,1,대영부동산공인중개사사무소,"02-515-5471,010-4776-7276",0,2012,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.019758640335', '37.5054312904515']",388.0,50.0,418.0
빌라3층,5000,55,0,2,1,서울시 서초구 반포동 724-1,10.38,4.0,1,-1,3,0,1,제일부동산중개법인 알앤유(주) 분사무소,"02-532-7030,010-3877-7030",0,1995,"냉장고, 싱크대, 벽걸이에어컨, ","사설경비, 베란다, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.021045279287', '37.5083877163161']",292.0,105.0,231.0
빌라3층,2000,85,0,1,1,서울시 서초구 반포동 714-10,12.07,10.0,1,3,5,0,1,강남대표부동산공인중개사사무소,02-6221-1221,0,2004,"세탁기, 싱크대, 인덕션레인지, 샤워부스, ","현관보안, CCTV, 베란다, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['127.018394199672', '37.508080195432']",426.0,34.0,388.0
다가구1층,1000,65,0,1,1,서울시 서초구 반포동 715-45,12.35,6.5,1,1,3,0,1,대박공인중개사사무소,"02-565-8942,010-2311-2196",0,1997,"가스레인지, 싱크대, ","현관보안, 베란다, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.018855904591', '37.5077233246909']",452.0,30.0,389.0
다가구1층,1000,65,0,1,1,서울시 서초구 반포동 714-22,8.99,5.0,0,2,3,0,1,주식회사 빅토리부동산중개법인,"02-6953-5300,010-6665-5300",0,1995,"신발장, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, ",0.5,0.0,0.0,0.5,0,0,1,0,0,0,0,0,"['127.018268768629', '37.5076114220406']",398.0,76.0,433.0
다가구 동성빌라2층,1000,67,0,1,1,서울시 서초구 반포동 720,13.0,7.0,0,1,4,0,1,"알파공인중개사사무소
","02-548-7770,010-2263-3606",0,2000,"신발장, 냉장고, 세탁기, 싱크대, 샤워부스, 인덕션레인지, 벽걸이에어컨, ","엘리베이터, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.020215374681', '37.508954953671']",325.0,31.0,207.0
다가구B1층,500,45,0,1,1,서울시 서초구 반포동 712-14,8.0,5.0,0,-1,3,0,1,"알파공인중개사사무소
","02-548-7770,010-2263-3606",0,1996,"베란다, ",none,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,"['127.017923406365', '37.5082873187229']",398.0,51.0,407.0
빌라저층,2000,90,0,1,1,서울시 서초구 반포동 586-3,13.0,5.0,1,1,3,0,1,롯데캐슬공인중개사사무소,"02-599-3114,010-6289-8887",0,1994,none,none,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.997583122653', '37.4941936773358']",330.0,227.0,806.0
일반원룸 라온빌 1동2층,2000,78,0,2,1,서울시 서초구 방배동 900-31,8.25,10.0,1,2,4,0,1,방배마스터부동산,010-9984-7229,0,2016,"붙박이장, 소파, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 엘리베이터, 화재경보기, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.996381538397', '37.4868914307805']",318.0,111.0,260.0
일반원룸 라온빌 1동2층,2,40,0,1,1,서울시 서초구 방배동 848-17,10.76,10.0,1,3,5,0,1,OK공인중개사사무소,"02-532-3444,010-9020-6132",0,2010,"신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 가스레인지, 벽걸이에어컨, ","엘리베이터, ",0.5,0.0,0.0,0.5,0,0,1,0,0,0,0,0,"['126.996491952577', '37.4904870861568']",654.0,232.0,404.0
일반원룸3층,27500,40,0,1,1,서울시 서초구 방배동 934-11,5.85,7.0,1,3,6,0,1,"참좋은부동산공인중개사사무소
","02-549-3088,010-3781-2991",0,2021,"신발장, 냉장고, 세탁기, 건조기, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 현관보안, 엘리베이터, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.993271336642', '37.4855099588637']",310.0,88.0,240.0
다가구4층,1,123,0,2,1,서울시 서초구 방배동 918-9,10.58,15.0,0,4,5,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2018,none,none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.993779489629', '37.4811001799425']",385.0,103.0,335.0
다가구4층,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,아트공인중개사사무소,"02-525-3335,010-4566-8337",0,2013,"세탁기, 샤워부스, 가스레인지, 벽걸이에어컨, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라2층,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,방배으뜸공인중개사사무소,"02-523-2626,010-2850-4147",0,2013,"가스레인지, 세탁기, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라2층,1,123,0,2,1,서울시 서초구 방배동 918-9,8.5,15.0,0,5,5,0,1,희망공인중개사사무소,"02-599-3331,010-4944-4730",0,2018,"옷장, 붙박이장, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 인덕션레인지, 벽걸이에어컨, ","CCTV, 엘리베이터, 베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.993779489629', '37.4811001799425']",385.0,103.0,335.0
빌라 로얄하우스고층,31000,25,0,2,1,서울시 서초구 방배동 474-7,13.97,8.0,1,3,5,0,1,기쁨부동산공인중개사사무소,"02-3487-8949,010-6290-4057",0,2003,"신발장, 싱크대, 천장에어컨, ","현관보안, 엘리베이터, 베란다, ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.985865990299', '37.477560243757']",609.0,59.0,368.0
빌라 서원빌딩3층,2500,62,0,1,1,서울시 서초구 방배동 1021-24,5.63,20.0,1,5,5,0,1,가치중심부동산중개사무소,"02-523-6878,010-9047-6878",1,2013,"엘리베이터, ",none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.999894516351', '37.4794029325145']",269.0,75.0,308.0
도시형생활주택 아이빌다세대고층,1000,85,0,1,1,서울시 서초구 방배동 951-7,11.99,3.0,1,3,4,0,1,퍼스트공인중개사사무소,"02-522-1357,010-5550-8184",0,2001,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","사설경비, 베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.985226091789', '37.4850390805955']",391.0,51.0,314.0
다가구1층,1,60,0,2,1,서울시 서초구 방배동 856-5,14.78,3.0,0,1,3,0,1,"부동산데일리공인중개사사무소(주)
",02-586-7300,0,1996,"CCTV, 베란다, ",none,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['126.989428674318', '37.4883001897926']",349.0,58.0,375.0
다가구1층,3000,85,0,2,1,서울시 서초구 방배동 764-18,11.61,5.0,1,2,4,0,1,으뜸공인중개사사무소,"02-522-8255,010-8815-3219",0,1993,"옷장, 붙박이장, 신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.983537209599', '37.4958561741035']",209.0,75.0,710.0
빌라2층,15000,100,0,2,1,서울시 서초구 방배동 856-14,12.65,7.0,1,2,4,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2013,none,none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라2층,3000,50,0,2,1,서울시 서초구 방배동 856-5,14.78,3.0,0,-1,3,0,1,"부동산데일리공인중개사사무소(주)
",02-586-7300,0,1996,"CCTV, 베란다, ",none,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['126.989428674318', '37.4883001897926']",349.0,58.0,375.0
빌라,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,"아이엠공인중개사사무소
","02-6242-0303,010-9272-4494",0,2013,"신발장, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2013,"세탁기, 샤워부스, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
다가구 천혜빌리지고층,1000,85,0,1,1,서울시 서초구 방배동 951-7,13.91,3.0,1,4,4,0,1,가치중심부동산중개사무소,"02-523-6878,010-9047-6878",0,2001,"사설경비, 베란다, ",none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.985226091789', '37.4850390805955']",391.0,51.0,314.0
다가구 천혜빌리지고층,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,제이수공인중개사사무소,"02-535-2449,010-2753-1741",0,2013,"신발장, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라2층,6500,48,0,1,1,서울시 서초구 방배동 935-8,8.66,7.0,1,4,5,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2002,none,none,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.993305790751', '37.4858636966844']",330.0,76.0,200.0
일반원룸,1000,60,0,1,1,서울시 서초구 방배동 927-3,8.16,5.0,0,3,3,0,1,방배마스터부동산,010-9984-7229,0,1996,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 베란다, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.993461036183', '37.4845360695199']",253.0,95.0,346.0
일반원룸,2000,70,0,1,1,서울시 서초구 방배동 856-14,6.53,5.0,0,1,4,0,1,이레공인중개사사무소,"02-534-8808,010-3349-2602",0,2013,none,none,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
일반원룸,1000,60,0,1,1,서울시 서초구 방배동 927-3,8.77,5.0,0,2,3,0,1,아트공인중개사사무소,"02-525-3335,010-4566-8337",0,1996,"사설경비, 베란다, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.993461036183', '37.4845360695199']",253.0,95.0,346.0
빌라,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,가치중심부동산중개사무소,"02-523-6878,010-9047-6878",0,2013,none,none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라2층,2000,110,0,2,1,서울시 서초구 방배동 789-39,9.04,10.0,0,2,5,0,1,희망공인중개사사무소,"02-599-3331,010-4944-4730",0,2016,"현관보안, 방범창, 엘리베이터, 무인택배함, ",none,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['126.985626068133', '37.4912270722147']",315.0,37.0,576.0
빌라2층,2,50,0,2,1,서울시 서초구 방배동 927-3,12.7,5.0,1,1,3,0,1,방배마스터부동산,010-9984-7229,0,1996,"사설경비, 베란다, ",none,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.993461036183', '37.4845360695199']",253.0,95.0,346.0
다가구 1동1층,5000,120,0,2,1,서울시 서초구 방배동 825-4,8.99,3.0,1,3,5,0,1,연세공인중개사사무소,"02-6949-5566,010-4932-7820",0,2019,"붙박이장, 신발장, 싱크대, 가스레인지, 천장에어컨, ","비디오폰, 방범창, 엘리베이터, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.984779820666', '37.490589683614']",400.0,65.0,478.0
빌라 아이빌고층,2500,62,0,1,1,서울시 서초구 방배동 1021-24,5.63,20.0,1,5,5,0,1,가치중심부동산중개사무소,"02-523-6878,010-9047-6878",0,2013,"엘리베이터, ",none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.999894516351', '37.4794029325145']",269.0,75.0,308.0
빌라 아이빌고층,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,박사공인중개사사무소,"02-536-6620,010-8211-7848",0,2013,"가스레인지, 세탁기, 신발장, 싱크대, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라2층,2000,70,0,1,1,서울시 서초구 방배동 856-14,6.53,5.0,0,2,4,0,1,가치중심부동산중개사무소,"02-523-6878,010-9047-6878",0,2013,none,none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라 근주빌중층,5000,113,0,2,1,서울시 서초구 방배동 825-4,8.99,10.0,1,2,5,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2019,"CCTV, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.984779820666', '37.490589683614']",400.0,65.0,478.0
빌라2층,15000,100,0,2,1,서울시 서초구 방배동 856-14,13.25,7.0,1,2,4,0,1,이레공인중개사사무소,"02-534-8808,010-3349-2602",0,2013,none,none,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.989695659725', '37.4881366804419']",369.0,87.0,349.0
빌라,8000,45,0,1,1,서울시 서초구 방배동 983-24,6.21,8.0,0,2,5,0,1,가치중심부동산중개사무소,"02-523-6878,010-9047-6878",0,2013,"사설경비, 현관보안, ",none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.999680832327', '37.4801832061111']",357.0,63.0,235.0
다가구,1,60,0,1,1,서울시 서초구 방배동 455-16,8.54,8.0,1,4,5,0,1,기쁨공인중개사사무소,"02-581-2444,010-2242-4444",0,2017,"옷장, 신발장, 냉장고, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 방범창, 엘리베이터, 무인택배함, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.983092010638', '37.4807601743098']",466.0,80.0,372.0
스튜디오빌 1동4층,1,95,0,2,1,서울시 서초구 방배동 829-36,12.03,5.0,1,2,5,0,1,퍼스트공인중개사사무소,"02-522-1357,010-5550-8184",0,2014,"신발장, 벽걸이에어컨, ","현관보안, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.987427628088', '37.4883681099963']",374.0,106.0,492.0
다가구1층,3,40,0,2,1,서울시 서초구 방배동 18-24,13.97,4.0,1,1,3,0,1,팰리스공인중개사사무소,"010-8801-3480,010-8801-3480",0,1995,"냉장고, 세탁기, ","사설경비, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.989422112697', '37.4955411348313']",360.0,132.0,677.0
다가구1층,3000,120,0,1,1,서울시 서초구 방배동 896-12,8.03,7.0,0,2,4,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2021,none,none,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.995549656552', '37.4873448797481']",373.0,77.0,175.0
다가구2층,2,50,0,2,1,서울시 서초구 방배동 927-3,11.79,5.0,0,1,3,0,1,아트공인중개사사무소,"02-525-3335,010-4566-8337",0,1996,"사설경비, 베란다, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.993461036183', '37.4845360695199']",253.0,95.0,346.0
일반원룸2층,3000,120,0,1,1,서울시 서초구 방배동 896-12,9.55,7.0,0,2,4,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2021,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 인터폰, 카드키, 현관보안, 엘리베이터, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.995549656552', '37.4873448797481']",373.0,77.0,175.0
일반원룸2층,3000,120,0,1,1,서울시 서초구 방배동 896-12,9.55,7.0,0,2,4,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2021,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 인터폰, 카드키, 현관보안, 엘리베이터, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.995549656552', '37.4873448797481']",373.0,77.0,175.0
일반원룸 솔로몬빌1층,1000,55,0,1,1,서울시 서초구 방배동 905-15,6.95,5.0,0,1,5,0,1,한양공인중개사사무소,"02-583-8778,010-8700-6970",0,1809,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 침대, 벽걸이에어컨, ","현관보안, CCTV, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.996429353883', '37.4847901908014']",86.0,163.0,383.0
일반원룸 솔로몬빌1층,8000,120,0,2,1,서울시 서초구 방배동 977-14,8.62,5.0,1,3,6,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2017,none,none,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['126.992235216959', '37.4819094648894']",425.0,61.0,473.0
다가구 네버랜드3층,2000,105,0,2,1,서울시 서초구 방배동 920-20,15.0,5.0,1,3,3,0,1,퍼스트공인중개사사무소,"02-522-1357,010-5550-8184",0,1994,"신발장, 싱크대, ","현관보안, 베란다, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.993354360406', '37.4825954711655']",301.0,92.0,392.0
다가구 네버랜드3층,3000,88,0,2,1,서울시 서초구 방배동 928-25,12.65,8.5,1,3,5,0,1,아크로부동산중개사무소,"02-595-1155,010-3344-5957",0,2015,"신발장, 싱크대, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.993289897371', '37.4840487945136']",262.0,55.0,401.0
빌라2층,5000,113,0,2,1,서울시 서초구 방배동 825-4,8.99,10.0,1,2,5,0,1,"부동산데일리공인중개사사무소(주)
","02-586-7300,010-3895-0895",0,2019,"CCTV, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.984779820666', '37.490589683614']",400.0,65.0,478.0
빌라2층,3000,130,0,2,1,서울시 서초구 방배동 789-39,9.04,12.0,0,2,5,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2016,"엘리베이터, ",none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.985626068133', '37.4912270722147']",315.0,37.0,576.0
빌라2층,25700,90,0,2,1,서울시 서초구 방배동 750-8,13.5,17.0,1,9,1,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2018,"냉장고, 세탁기, 인덕션레인지, 천장에어컨, ","인터폰, 카드키, 엘리베이터, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['126.985819466894', '37.4982024209115']",163.0,48.0,387.0
빌라 제네세스빌2층,22000,60,0,2,1,서울시 서초구 방배동 829-36,12.03,5.0,1,2,5,0,1,제이수공인중개사사무소,"02-535-2449,010-2753-1741",0,2014,"신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['126.987427628088', '37.4883681099963']",374.0,106.0,492.0
빌라 제네세스빌2층,3000,75,0,2,1,서울시 서초구 방배동 890-10,12.1,4.0,0,1,3,0,1,마니공인중개사사무소,"02-518-3077,010-4965-4545",0,1997,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.997813002066', '37.4869166941774']",349.0,102.0,381.0
스튜디오빌(주상복합) 1동9층,2000,105,0,2,1,서울시 서초구 방배동 920-20,12.1,5.0,1,3,3,0,1,희망공인중개사사무소,"02-599-3331,010-4944-4730",0,1994,"싱크대, 가스레인지, 벽걸이에어컨, ","베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.993354360406', '37.4825954711655']",301.0,92.0,392.0
일반원룸2층,1000,100,0,1,1,서울시 서초구 방배동 474-20,8.16,10.0,0,2,3,0,1,우리별부동산공인중개사사무소,"02-584-8383,010-4239-2202",0,2021,"신발장, 냉장고, 세탁기, 욕조, 싱크대, 식기세척기, 인덕션레인지, 천장에어컨, ","엘리베이터, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.985483273868', '37.4770923931801']",566.0,121.0,339.0
일반원룸2층,2000,110,0,2,1,서울시 서초구 방배동 789-39,8.89,10.0,0,2,5,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2016,"벽걸이에어컨, ","엘리베이터, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['126.985626068133', '37.4912270722147']",315.0,37.0,576.0
빌라2층,1,123,0,2,1,서울시 서초구 방배동 918-9,10.71,15.0,1,4,5,0,1,인연공인중개사사무소,"02-585-1792,010-8651-8471",0,2018,"냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.993779489629', '37.4811001799425']",385.0,103.0,335.0
다가구4층,2000,110,0,2,1,서울시 서초구 방배동 789-39,8.89,10.0,0,2,5,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2016,"벽걸이에어컨, ","엘리베이터, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['126.985626068133', '37.4912270722147']",315.0,37.0,576.0
빌라2층,1,100,0,2,1,서울시 서초구 방배동 814-28,13.61,10.0,1,3,5,0,1,희망공인중개사사무소,"02-599-3331,010-4944-4730",0,2017,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","엘리베이터, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.989010048059', '37.4916180221888']",25.0,107.0,598.0
오피스텔중층,2000,100,0,1,1,서울시 서초구 방배동 750-8,8.73,12.0,1,0,1,0,1,(주)매경부동산중개법인,"02-535-3894,010-8998-6424",0,2018,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","경비원, 인터폰, CCTV, 엘리베이터, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['126.985819466894', '37.4982024209115']",163.0,48.0,387.0
다가구,5000,120,0,2,1,서울시 서초구 방배동 814-28,13.61,10.0,1,3,3,0,1,희망공인중개사사무소,"02-599-3331,010-4944-4730",0,2017,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, 천장에어컨, ","현관보안, 엘리베이터, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.989010048059', '37.4916180221888']",25.0,107.0,598.0
다가구 12층,1,170,0,2,1,서울시 서초구 방배동 896-12,12.1,10.0,1,2,4,0,1,퍼스트공인중개사사무소,"02-522-1357,010-5550-8184",0,2022,"붙박이장, 식탁, 신발장, 냉장고, 세탁기, 천장에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.995549656552', '37.4873448797481']",373.0,77.0,175.0
